Genes,E-M-DEAE-E1,E-M-DEAE-E2,E-M-DEAE-FT_G,E-M-DEAE-E1_G,E-TFF1_R,E-TFF1_M
C1orf198,0.5217,0.1739,0.4384,0.1786,0.4032,0.3499
CHMP4B,1.7226,2.7061,1.5798,3.9591,5.2443,1.6176
FZD8,0.234,0.1416,0.2246,0.0626,0.2428,0.0377
FN3K,1.3588,0.2038,0.9645,0.1214,0.4642,0.6514
MAP1LC3A,0.7247,2.5197,0.9805,3.1972,0.6908,1.284
WNK1,0.2865,0.2029,0.4377,0.1356,0.3373,0.2089
RNPEP,0.1681,0.6516,0.3915,0.9686,0.4545,0.4127
GOLPH3,0.3566,0.2232,0.1133,0.2739,0.2807,0.1981
DPEP2,1.3715,0.3853,1.3697,0.2922,0.359,0.5166
TUBB1,2.0673,0.5004,2.6148,0.276,2.4202,2.06
EPB41L1,0.4354,0.4549,0.2672,0.5335,0.3043,0.2472
GLIPR2,3.0698,6.4557,2.8072,8.9326,1.9674,3.3673
OSBPL3,0.557,0.1717,0.1364,0.1327,0.3018,0.199
EHD1,10.4938,28.7478,10.5793,31.03,4.3899,14.5057
ALG2,0.5266,0.2251,0.163,0.1653,0.3056,0.0622
RABEP2,0.3219,0.1717,0.0549,0.1559,0.1274,0.0948
CDCP1,0.4625,3.516,0.7799,3.905,0.9253,1.701
PCNX3,0.2309,0.0886,0.1707,0.0659,0.2171,0.0615
CLMP,0.1253,1.1626,0.3637,1.6012,0.1286,0.593
EPS8L2,0.3051,0.561,0.4605,0.5314,0.8285,0.262
ALG9,0.3393,0.2845,0.3557,0.0753,0.518,0.1813
LDAH,0.2142,0.178,0.185,0.0577,0.2267,0.0418
ANTXR1,1.5833,1.6346,0.6476,1.8875,0.9433,1.5095
DCTPP1,0.3141,0.0383,0.2034,0.1757,0.2563,0.1345
SH2D4A,1.2609,0.1859,0.1006,0.1574,0.3475,0.0816
AAMDC,0.3859,0.2638,0.6971,0.1626,0.5931,0.1224
DOCK5,0.24,0.5821,0.2592,0.7382,0.4012,0.4768
WDR26,0.2174,0.0584,0.0746,0.0894,0.3187,0.1289
ATP13A3,0.4225,0.2361,0.5154,0.2202,0.416,0.1769
TMEM185B,0.343,0.8189,0.4023,0.7781,0.6055,0.4007
VSIR,0.3265,0.0764,0.2574,0.0781,0.3231,0.1322
MVB12B,0.1287,0.102,0.2243,0.0909,0.0891,0.1125
PTGES2,0.3663,0.2477,0.57,0.168,0.4522,0.1186
PACC1,0.2616,0.3914,0.1556,0.3767,0.3921,0.3637
UBE2Z,1.0025,0.7966,0.8502,0.8746,0.681,0.7319
MMRN2,0.7905,0.0508,0.4843,0.0762,0.8148,0.4292
MINDY3,0.3312,0.1684,0.4329,0.3117,0.4188,0.117
EVA1A,1.3766,1.6587,1.4619,1.6461,0.2708,1.0004
PLEKHF2,0.2781,0.1339,0.1665,0.0912,0.1759,0.1277
GORASP2,0.2175,0.5971,0.2999,0.5489,0.4383,0.4481
JPT2,0.2962,0.197,0.2881,0.3902,0.2262,0.1527
PSTPIP2,1.4876,0.3006,1.5376,0.2954,0.5124,0.8037
ARMT1,0.3921,0.2224,0.2474,0.2329,0.2119,0.1286
LRRC40,0.7293,0.3107,0.8783,0.3695,1.0445,0.5432
VIPAS39,0.6616,0.1337,0.3251,0.2045,0.5112,0.2305
COG4,0.7856,0.1403,0.31,0.0705,0.0598,0.13
VPS37B,0.7917,0.6526,1.0238,0.5995,0.7556,0.5127
COPS7B,0.1655,0.1381,0.1506,0.1196,0.3102,0.0403
CAB39L,0.2816,0.081,0.2318,0.0553,0.2529,0.0525
FKRP,0.4724,0.0836,0.3626,0.0981,0.1289,0.1539
FN3KRP,1.6419,0.5002,1.2515,0.5394,0.6681,0.9179
SLC52A2,1.3687,5.156,2.2465,4.5612,0.7382,2.9134
PPCS,1.5174,1.2086,1.5073,1.1235,0.6298,1.1642
UBTD1,1.4127,1.4608,0.2623,2.6088,1.2863,0.9533
WDR41,0.6166,0.8285,0.4762,0.6954,0.7136,0.392
C17orf75,0.2643,0.0753,0.1896,0.0458,0.092,0.0892
PLEKHA5,0.6374,0.1715,0.7271,0.1004,0.591,0.2662
SMURF2,0.4824,0.8799,0.7526,0.8103,0.9574,0.5337
GNB4,12.4248,77.27,11.6642,91.3602,11.1434,38.0938
GRPEL1,0.257,0.0398,0.173,0.1218,0.3224,0.1499
MYG1,0.1691,0.3367,0.2875,0.3967,0.323,0.2427
BCL2L12,0.277,0.4847,0.4314,0.4636,1.1433,0.1476
SCPEP1,0.7731,0.0809,0.5152,0.0956,0.6108,0.2467
CACYBP,0.3345,0.4424,0.1243,0.6004,0.5505,0.3723
RRAGC,0.2693,0.2761,0.263,0.2375,0.4508,0.1708
CDHR5,1.312,0.0152,0.759,0.0371,0.4488,0.3922
RHOF,0.2296,0.3124,0.2615,0.2836,0.1439,0.2056
RDH14,0.2945,0.3613,0.2019,0.4082,0.2377,0.2008
PARVB,4.6331,1.6767,6.4254,1.4657,5.3401,3.915
TNS1,0.4056,1.7974,0.7265,1.7169,0.7956,0.8912
ADGRL4,0.5917,0.847,0.2567,0.9269,0.5854,0.4569
TMEM165,0.281,0.2465,0.2057,0.1908,0.382,0.2423
EML4,0.3034,0.1458,0.2062,0.1566,0.2433,0.2056
GLOD4,0.3438,0.4955,0.2885,0.6557,0.2295,0.3135
PCDH9,0.1061,0.1063,0.1822,0.0889,0.2119,0.0784
TANC2,0.4849,0.231,0.8119,0.231,0.7288,0.121
EPG5,0.3364,0.171,0.2493,0.1102,0.3199,0.1409
MOV10,0.2206,0.0949,0.1118,0.0238,0.2327,0.0735
SMURF1,0.1629,0.0715,0.2013,0.0545,0.0703,0.0726
ANKH,0.265,2.3488,0.3333,1.942,0.4968,0.8384
VAT1L,0.3244,0.4653,0.2576,0.6206,0.4571,0.2279
PCDH18,0.2079,0.0595,0.0451,0.0958,0.2553,0.0249
KIAA1549,0.1503,0.0374,0.1297,0.0587,0.2205,0.0281
EPB41L5,0.3139,0.3282,0.4073,0.2879,0.596,0.1411
PGAP6,0.4319,0.581,0.3654,0.634,0.3678,0.3834
CSNK1G1,0.1392,1.4877,0.2015,1.1387,0.2664,0.5328
CD248,0.4716,1.4385,1.6657,2.8073,4.1664,1.5688
PREB,0.333,0.2411,0.3553,0.1804,0.3048,0.1156
S100A14,0.2273,0.1099,0.1927,0.1236,0.2662,0.0855
SRA1,1.0799,0.4146,1.0826,0.3722,1.8205,0.859
ATP13A1,0.9534,0.9472,0.9359,0.7963,1.2929,1.0834
GOPC,0.233,0.0797,0.2033,0.0599,0.2311,0.0467
CHMP1A,0.3754,1.0076,0.2995,1.5203,0.114,0.6304
TM9SF3,0.5377,0.4112,0.6059,0.4324,0.2172,0.5201
MYO10,0.7321,1.3633,0.3285,1.1305,0.5989,0.5203
NRXN3,0.5565,0.4619,0.6989,0.6287,0.6471,0.527
APMAP,3.0819,1.7633,2.6234,1.7,2.0967,2.338
WDR6,0.249,0.095,0.232,0.092,0.2431,0.0507
ABCB6,0.2454,0.3454,0.2317,0.1952,0.4013,0.0883
ARFGAP3,0.0564,0.2936,0.2168,0.3002,0.437,0.1039
RAB18,0.9071,4.2433,1.0272,4.2561,0.6984,2.3589
VTA1,1.4958,1.7015,1.5701,2.5175,0.7924,1.5204
TNFRSF12A,0.4241,3.4944,0.4616,2.9455,0.3313,1.3073
EMC7,0.4212,0.2518,0.1592,0.1605,0.3472,0.0717
CD320,0.0626,0.2189,0.2329,0.2264,0.5079,0.1628
OSGEP,0.188,0.0627,0.1862,0.0215,0.3781,0.1094
ISYNA1,0.2043,0.1029,0.1299,0.1411,0.2762,0.0905
IL1RAP,5.3685,0.8794,4.3498,0.7841,1.5145,2.3064
NOX4,0.8496,0.1367,0.5609,0.0543,0.1899,0.281
ACOT13,0.5699,0.2654,0.4681,0.3224,0.3601,0.3232
RIC8A,0.3175,0.6503,0.4171,0.7111,0.3588,0.5737
SEMA4B,0.7309,0.0428,0.7077,0.0555,0.2326,0.4853
GPR108,0.1414,0.0138,0.1329,0.0383,0.2353,0.0255
CD93,0.6377,0.0977,0.5484,0.0617,0.7447,0.2981
ATP13A2,0.0931,0.1309,0.205,0.09,0.2701,0.1515
ESM1,0.1913,0.0257,0.1645,0.0706,0.2192,0.0673
TMEM9B,0.2466,0.3171,0.2559,0.3041,0.5634,0.213
LZTFL1,0.2778,0.0861,0.2552,0.1349,0.4266,0.1889
CASS4,0.3077,0.1767,0.0262,0.1387,0.0916,0.0634
CRTAC1,2.3118,0.2509,1.7785,0.0789,0.962,0.974
TIGAR,0.4922,0.5974,0.2,0.723,0.3093,0.3045
WASH6P,0.3026,0.0494,0.2901,0.0937,0.2527,0.0627
RTN4,5.0314,19.9685,6.917,19.1903,2.7869,10.9802
HINT3,0.3003,0.3895,0.3928,0.4706,0.6927,0.174
NIT2,1.2637,0.5851,1.1139,0.7988,1.6105,0.7382
NECTIN3,0.2444,1.0661,0.3557,1.1402,0.3214,0.3729
KIF13B,0.3756,0.1138,0.2838,0.0876,0.4442,0.245
XPNPEP1,0.8592,0.9461,0.7607,1.1038,0.6815,0.7162
GPHN,0.3148,0.1059,0.1948,0.0783,0.4447,0.1817
ITM2C,1.0447,1.4466,1.6485,1.4652,1.3232,1.178
BIN3,0.275,0.0886,0.1978,0.059,0.2508,0.0776
PDLIM7,2.9004,0.9207,2.7502,1.1338,1.3802,1.4308
ACSS2,0.3357,0.0877,0.196,0.0981,0.2643,0.0807
DIABLO,0.3352,0.2866,0.33,0.2408,0.2904,0.2124
SAR1A,2.0292,3.1054,2.1391,3.5662,1.8515,2.133
MAN1C1,115.4676,15.3712,127.0711,1.1098,56.1409,56.0725
NANS,1.2315,0.6015,0.7475,0.7209,0.4872,0.6438
SH3GLB2,0.2708,0.1839,0.6413,0.2228,0.0579,0.3335
EIF2B3,0.3039,0.118,0.4763,0.2083,0.2374,0.203
MXRA5,0.9732,0.0728,0.9288,0.1293,0.9799,0.4477
PDGFC,0.8389,0.0972,0.8397,0.1153,0.7921,0.4331
SLC17A5,0.7588,0.5898,0.7384,0.687,0.295,0.4279
SPTBN5,0.1106,0.0371,0.1457,0.0211,0.2288,0.0452
STRN4,0.0148,0.0977,0.1494,0.1272,0.0752,0.3075
OLFML3,0.6354,0.2322,0.5495,0.115,1.3772,0.4382
AASDHPPT,0.326,0.0893,0.2811,0.1838,0.3993,0.1492
PLSCR4,0.1918,0.152,0.1601,0.0927,0.2868,0.0309
CDC42SE1,0.1417,0.0342,0.1531,0.0695,0.2109,0.0467
HEBP1,0.0923,1.208,0.2639,1.6752,0.315,0.4397
RAB6B,0.4817,0.3122,1.0302,0.3222,0.4867,0.6635
APOBEC3C,0.2194,0.2382,0.265,0.0923,0.2264,0.0641
DUSP22,0.2193,0.0861,0.0896,0.0523,0.2875,0.1622
VPS45,0.3346,0.3655,0.3622,0.4271,0.2105,0.3272
PHPT1,0.6681,0.6998,0.5062,0.5471,0.4164,0.2192
SERINC1,0.5618,1.2175,0.6166,1.0753,1.5012,0.5201
ARHGAP35,0.2242,0.1895,0.1846,0.0522,0.2415,0.0496
FAM114A2,0.487,0.223,0.4465,0.1301,0.3898,0.2405
PLSCR3,1.9153,6.9831,1.9052,5.9443,0.7129,2.79
AGPAT3,0.1947,0.0605,0.1478,0.073,0.3505,0.1372
THSD1,0.6098,0.0696,0.4988,0.056,0.505,0.2262
LANCL2,0.3274,0.5997,0.3103,0.5069,0.3073,0.2588
TM7SF3,0.5651,0.1053,0.5681,0.2669,0.6461,0.1717
HOMER3,0.4726,0.1254,0.4338,0.2877,0.6438,0.3631
FARSB,0.8336,0.5239,0.9166,0.5811,0.8956,0.7536
IARS2,4.9162,0.3862,2.3779,0.3208,0.3727,0.2499
STARD5,0.0932,0.069,0.1931,0.0782,0.1757,0.0944
ATG3,0.2935,0.3341,0.1901,0.3642,0.1667,0.2301
PDS5B,0.3697,0.2622,0.3999,0.197,0.7985,0.3685
SACM1L,0.687,0.8796,0.1046,0.6827,0.3839,0.4098
OLA1,0.8593,0.8548,0.6023,1.0342,0.7176,0.6118
CBLN4,1.3833,0.4342,1.0269,0.489,0.765,0.6273
ECHDC1,0.4505,0.2957,0.7754,0.2456,0.2192,0.3207
ZDHHC18,0.1647,0.3499,0.2599,0.2849,0.0898,0.0966
TCP11L1,0.317,0.1803,0.2387,0.1344,0.3352,0.1568
TMEM106B,0.2051,0.4874,0.2766,0.3427,0.269,0.2283
LIN7C,1.5151,2.4938,0.5187,3.4881,7.9976,0.8594
UFSP2,0.4077,0.1987,0.3195,0.1871,0.4128,0.2182
ABCF3,0.2119,0.1321,0.1843,0.1195,0.2943,0.0828
CYRIB,0.2587,1.0765,0.2785,1.2536,1.0639,0.5064
DDX19A,0.5122,0.9328,0.4002,0.9409,0.6238,0.582
TDP1,51.4241,3.4278,33.2597,2.0929,22.8151,14.8514
TBC1D23,0.3149,0.3304,0.4488,0.2161,0.4294,0.2065
EXOC1,0.307,0.516,0.1766,0.5747,0.3346,0.2835
NDFIP2,0.2887,0.8782,0.1764,0.3421,0.1753,0.1689
TMEM30A,0.513,3.2223,0.7147,3.6528,0.5367,1.35
SEPTIN11,1.7302,2.017,1.7626,2.4145,2.42,1.809
SLC38A7,0.2504,0.188,0.2568,0.1339,0.3805,0.1535
PARVA,1.4592,3.653,1.7803,3.9356,1.9167,2.4181
PANK4,0.2198,0.0715,0.1521,0.124,0.248,0.1005
TBC1D13,0.3808,0.1156,0.3312,0.0895,0.4322,0.1569
ARL8B,1.0456,2.3438,1.0555,2.068,0.405,1.3094
EVA1B,0.2158,0.0883,0.1828,0.0772,0.2265,0.0453
PNPO,0.6234,0.1493,0.1867,0.1304,0.2775,0.1309
ARMC1,0.2164,0.061,0.1368,0.0491,0.2498,0.0535
NECAP2,0.2673,0.3584,0.2665,0.4808,0.3474,0.3066
ANO10,0.3955,0.9225,0.4214,0.8294,0.2474,0.369
TMEM51,0.8324,0.6137,0.7456,0.7836,0.6424,0.3813
TMEM45A,0.3464,0.1407,0.3568,0.139,0.4684,0.143
TMEM248,0.3416,0.2235,0.2018,0.1186,0.2208,0.0738
PAG1,0.2821,0.4832,0.2944,0.5836,0.689,0.1433
CZIB,0.3419,0.2986,0.1642,0.4016,0.3498,0.1085
BABAM1,0.1106,0.1169,0.0665,0.1614,0.3381,0.1049
THG1L,0.1079,0.1876,0.2485,0.1838,1.0712,0.1525
IRAK4,0.154,0.0607,0.1778,0.081,0.2657,0.0594
COMMD8,0.2502,0.0388,0.1996,0.1951,0.2721,0.1099
ADPRS,0.5944,0.2188,0.6352,0.316,0.5728,0.0404
BPNT2,0.5094,0.3182,0.3137,0.2581,0.2485,0.2032
MTMR10,0.6178,0.5736,0.3748,0.2735,0.425,0.3144
TOR4A,0.3053,0.0919,0.2688,0.0327,0.3465,0.1879
ARHGEF38,2.3934,0.5391,1.8984,0.0138,2.3294,0.678
BABAM2,0.3032,0.1349,0.2956,0.1118,0.6169,0.1721
ARL15,0.7538,0.288,0.7514,0.2253,0.6622,0.5344
SLC39A1,0.404,0.1486,0.0468,0.0646,0.3248,0.0531
DPP3,0.9156,0.7717,0.4524,1.1001,0.2077,0.3873
CLDND1,0.6403,4.3092,0.6374,3.7504,0.4545,1.6381
TUBA8,0.1126,0.0924,0.3599,0.0736,0.4082,0.4144
SPHK1,0.3688,0.5191,0.1318,0.6168,0.4783,0.4522
ABI2,0.1671,0.3701,0.1474,0.4301,0.2347,0.2166
DNAH9,0.2701,0.4559,1.2053,0.3726,1.0479,0.2187
PSD3,3.4184,0.3466,7.402,0.3753,3.3285,0.1807
FKBP11,0.2814,0.3536,0.4032,0.2727,0.5081,0.1317
TMOD3,0.4735,0.2466,0.1641,0.2812,0.2094,0.0959
PLEK2,0.3427,0.2677,0.205,0.1714,0.0449,0.1952
UGGT2,0.2445,0.0984,0.1722,0.1015,0.3173,0.1165
UGGT1,0.4319,0.311,0.5047,0.3545,0.9196,0.4282
TECR,0.6028,0.5395,0.0664,0.3706,0.37,0.1262
ERAP1,0.2817,0.0814,0.2009,0.0665,0.2179,0.0735
ACTR10,0.2205,0.1398,0.1154,0.1276,0.1812,0.1299
GGA3,1.4722,0.4082,0.6376,0.1695,0.6569,0.309
FAM120A,0.2385,0.0743,0.2206,0.0936,0.2479,0.0603
GLTP,0.1997,0.4858,0.2712,0.5576,0.173,0.3796
SPG21,0.5452,0.3065,0.3035,0.2633,0.3456,0.2955
GPRC5B,0.2407,0.2618,0.1631,0.267,0.3147,0.0828
IGF2BP1,0.4924,0.4179,0.1927,0.4449,0.3801,0.2023
HSPBP1,0.5226,0.3157,0.1561,0.2929,0.2999,0.187
MAT2B,0.1578,0.2609,0.165,0.3148,0.4259,0.2629
MYOF,1.3373,13.1141,1.4127,14.2394,1.5379,5.3426
ITSN2,0.1246,0.0351,0.1549,0.0179,0.2465,0.0561
EHD3,4.1155,4.4177,4.043,4.1542,1.3926,3.1191
EHD2,4.9013,15.9172,4.7143,16.8694,2.0024,8.1905
ARHGEF12,0.3655,0.3072,0.1463,0.0846,0.2154,0.0676
CNOT2,0.2608,0.1685,0.171,0.0762,0.2778,0.0563
C1RL,42.6612,1.484,34.7428,0.5645,12.331,17.2456
CD274,0.2367,0.8013,0.5197,0.6894,0.6758,0.3575
CALML5,1.9855,0.9136,5.2059,0.3228,2.4733,1.0253
FLRT3,0.3577,0.1935,0.5186,0.1677,0.5028,0.4233
LMCD1,0.9428,1.2638,0.621,1.38,0.5056,0.8373
CRIM1,0.2126,0.2221,0.8309,0.1928,0.9176,0.2226
PALS2,0.0995,1.5239,0.1936,1.8056,0.3758,0.7919
CHMP5,0.9933,1.9816,0.7124,3.1041,0.5289,1.0214
COMMD9,0.0935,0.1706,0.4374,0.135,0.2356,0.3713
HACD3,0.7033,0.5493,0.4068,0.4968,0.5878,0.12
JKAMP,0.0369,0.044,0.1386,0.0477,0.2445,0.0562
EMC3,0.2793,0.1425,0.3031,0.0323,0.6889,0.2418
RAI14,2.5102,2.8665,2.6271,3.309,1.8112,1.524
VAPA,0.7213,1.3223,0.4792,1.2793,0.2121,0.6051
GSKIP,0.072,0.1081,0.1703,0.0848,0.2525,0.1098
TMEM14C,0.4363,0.1936,0.2775,0.1827,0.2695,0.1651
TMEM9,0.8571,0.2621,0.8506,0.1833,0.6471,0.3075
SH3BP4,0.3476,1.239,0.2907,1.2502,0.2746,0.4628
NTM,1.5461,6.6855,1.0177,6.6374,1.0471,2.3486
CLEC1B,0.2678,0.0999,0.4346,0.0568,0.3666,0.2144
CALCOCO1,0.1375,0.0516,0.176,0.0714,0.2362,0.0775
NHSL3,0.321,0.1892,0.2737,0.2078,0.336,0.1829
CNTN3,0.2064,0.0463,0.107,0.0135,0.2855,0.0933
ATP10D,0.254,0.3478,0.1813,0.3562,0.374,0.1373
VPS18,0.199,0.3261,0.2489,0.2656,0.4244,0.1761
RELCH,0.3047,0.1598,0.2277,0.1742,0.1482,0.1891
DIP2B,1.1316,2.7746,0.9622,2.6785,0.462,1.4307
SLAIN2,0.4559,0.1872,0.1781,0.122,0.2953,0.0248
TENM3,0.8885,3.1745,0.6214,3.3517,2.0167,1.3223
STK26,0.167,0.426,0.1547,0.5197,0.1349,0.2696
COPZ2,0.2828,0.3279,0.2661,0.2725,0.6553,0.3127
PTGFRN,5.9062,8.7131,5.5433,6.6842,1.8093,4.4919
TMEM181,0.2393,0.5075,0.2473,0.5253,0.5889,0.3112
HEATR5B,1.0058,0.0481,0.3765,0.0504,0.5482,0.1947
CHPF2,0.2877,0.1043,0.1199,0.0452,0.219,0.1989
PCDH10,0.5397,0.9033,0.4128,0.9945,0.1178,0.4668
RRBP1,1.984,0.5991,1.3033,0.4277,2.3638,0.9166
ANKIB1,0.3397,0.1768,0.2029,0.2066,0.2875,0.0947
LARS1,1.1136,1.3906,1.3725,1.5355,1.495,1.1893
EIF2AK4,0.6552,0.1476,0.4226,0.078,0.3471,0.0811
ANKFY1,2.0569,2.2034,1.1394,2.0786,2.2024,1.7115
SUCLA2,0.8513,0.0989,0.131,0.1024,0.5224,0.0882
GMPR2,0.0679,0.1846,0.161,0.2397,0.5227,0.2572
DPM3,0.0754,0.1983,0.1046,0.3165,0.4269,0.1977
ATXN10,0.1911,0.2868,0.1301,0.2603,0.2643,0.1962
NCDN,0.2934,0.185,0.1583,0.1149,0.2632,0.0634
ONECUT1,1.1908,1.7139,1.2792,1.7695,1.0432,1.1255
EPS15L1,0.676,0.1834,0.1084,0.1423,0.5551,0.2296
COPG2,0.556,0.468,0.6931,0.4302,0.8849,0.5733
RNF7,0.5819,0.1775,0.2266,0.164,0.3061,0.1116
MRC2,1.534,1.19,0.9028,1.3937,1.4623,1.0803
XPR1,0.1232,0.3194,0.2687,0.2674,0.5248,0.2721
COMMD3,0.3428,0.2565,0.1308,0.1851,0.3338,0.2171
GNG12,1.0809,20.5704,1.0667,22.6973,1.7576,5.4965
CPNE7,8.7703,0.3699,2.1647,0.4145,2.6638,1.0795
DHCR7,0.3587,0.7638,0.2838,0.6096,0.4336,0.2809
TNFRSF10D,0.4446,0.8558,0.3739,1.287,0.1717,0.4343
HDAC6,0.1021,0.1569,0.3537,0.0593,0.2522,0.2059
SPAST,0.3942,0.1809,0.1137,0.159,0.2809,0.1454
DKK3,0.3111,0.201,0.3804,0.1987,1.2655,0.2569
VPS29,1.7198,1.9585,2.0175,2.5777,1.5693,1.74
EIF3K,0.7858,0.3289,0.559,0.4271,0.9851,0.6273
EXTL2,0.3056,0.0815,0.4141,0.0735,0.4138,0.2462
GRHPR,1.5343,0.9292,1.2555,1.2288,1.0903,1.0335
CTSZ,1.0466,0.0857,0.7093,0.1177,0.1977,0.4022
CKLF,0.5185,0.8615,0.3211,1.1308,0.5552,0.326
DNAJB11,0.1585,0.1567,0.0882,0.1763,0.3767,0.0912
UBA2,0.1693,0.0208,0.116,0.0469,0.3108,0.0833
SEL1L,0.3069,0.149,0.2284,0.1208,0.3121,0.0627
PEF1,1.739,2.8208,1.7843,3.9463,0.5971,2.0625
BIN2,2.1095,0.2021,1.9489,0.2571,1.0416,1.3327
COPS7A,0.2516,0.3257,0.2109,0.3523,0.3472,0.1846
FBLN5,0.2004,0.0724,0.1643,0.0279,0.1613,0.0564
CLIP2,0.2997,0.2021,0.2206,0.27,0.2305,0.1245
TJP2,0.4082,0.1358,0.5062,0.0993,0.4013,0.1794
DNAJB4,0.5182,2.0877,0.9067,2.2583,0.7473,1.1383
STK17A,1.3369,1.5718,1.703,0.1456,2.0878,0.8521
VTI1B,0.3474,0.4463,0.2859,0.3316,0.1074,0.183
STK39,0.587,0.2991,0.2349,0.2764,0.3825,0.1871
ADD3,0.4265,1.3197,0.4294,1.4307,0.3035,0.5057
ABCF2,0.1873,0.2537,0.2378,0.3786,0.4846,0.1894
RGS17,0.2891,0.2363,0.1947,0.4136,0.433,0.1128
TES,0.1751,0.3762,0.1788,0.4582,0.1413,0.282
PRKAG2,0.2676,0.127,0.2933,0.196,0.3554,0.1251
FETUB,22.5751,0.4954,15.6246,0.2383,7.3863,10.0693
SEC63,0.7287,0.1958,0.1898,0.1422,0.3923,0.1048
SLC2A6,0.4575,0.131,0.3724,0.0658,0.4067,0.1225
SUSD2,0.6055,0.2858,0.2584,0.2907,1.9513,0.2542
NDRG3,0.3176,1.0556,0.9245,1.3691,0.7656,0.7816
ARMCX3,0.3602,0.0924,0.271,0.0599,0.2857,0.0782
SWAP70,0.1463,0.2367,0.1979,0.2615,0.3295,0.0806
LAMTOR3,0.3256,0.4245,0.2927,0.2023,0.4219,0.1998
LIMA1,0.8666,0.8974,0.622,0.9182,0.7406,0.8579
SRP68,0.1465,0.2814,0.1658,0.4231,0.1835,0.2687
CHORDC1,0.4956,0.6102,0.4649,0.4643,0.4121,0.3155
TBK1,0.2864,0.1492,0.1498,0.1076,0.2959,0.103
SEPTIN9,0.6751,0.705,0.5011,0.8785,0.6068,0.681
UBQLN2,1.2413,3.0231,1.6473,4.6557,1.0666,2.0858
PCYOX1,5.9049,1.201,4.8473,0.9863,3.2135,2.6766
SHPK,0.6296,0.0729,0.4983,0.1105,0.1088,0.0609
CEMIP2,0.9531,4.6363,1.1074,4.3859,1.5565,1.7751
BCAP29,0.3205,0.4292,0.3364,0.2033,0.3675,0.1311
CYB5R1,0.6894,0.215,0.2264,0.1325,0.3968,0.1367
BAIAP2L1,0.3835,0.1552,0.1018,0.1305,0.3037,0.086
PFDN2,0.5233,0.7555,0.4059,1.068,0.4327,0.3759
SLC12A6,0.3283,0.1538,0.1193,0.1433,0.2997,0.1102
PUF60,0.2804,0.1023,0.2328,0.1196,0.305,0.1599
NRBP1,0.197,0.0814,0.0495,0.1151,0.39,0.1481
ENOPH1,0.3441,0.11,0.2451,0.0531,0.1009,0.1222
FEZ2,0.3212,0.0891,0.2691,0.129,0.3661,0.1303
EIF2B4,0.3295,0.1206,0.3331,0.0846,0.4003,0.0747
ATP6V1H,0.4149,0.6398,0.3093,0.5558,0.0481,0.27
RABAC1,0.1038,0.3212,0.2774,0.3606,0.412,0.3477
IPO11,0.2808,0.0577,0.1631,0.0841,0.2666,0.1151
TRMT112,0.2083,0.3498,0.2747,0.2453,0.4145,0.1609
XPO7,0.4853,0.2765,0.6599,0.2948,0.3487,0.296
CD84,0.3823,0.1531,0.6379,0.0426,0.1856,0.2743
LCMT1,0.4369,0.1813,0.3242,0.2458,0.1004,0.3214
VPS51,0.3779,0.1788,0.1564,0.0721,0.2526,0.0938
AK3,0.9607,0.4616,0.7328,0.4785,0.8692,0.7034
LNPEP,0.599,1.2916,0.5668,1.2813,0.4933,0.7509
PLXNA1,0.4198,3.8894,0.6071,3.9526,0.6281,1.3924
GGT7,0.0746,0.0652,0.153,0.0729,0.2173,0.0654
MSRA,0.2897,0.4695,0.0831,0.5663,0.5798,0.2808
NAGK,1.0683,1.5981,1.4528,2.0149,1.1069,1.4223
RASAL2,0.2379,0.0781,0.2213,0.0949,0.3354,0.1695
DBNL,0.2947,0.689,0.3016,0.8545,0.4675,0.4487
DCTN4,0.511,0.1818,0.5594,0.2883,0.9047,0.3975
HSPB8,0.2978,0.5105,0.2859,0.6084,0.116,0.3203
GGA1,0.3859,0.1036,0.3376,0.1927,0.5568,0.2927
VPS28,0.7595,0.7804,0.7254,0.8995,0.6145,0.4195
LSM7,0.3675,0.5446,0.4351,0.2584,0.5379,0.1823
SERPINA10,1.3959,0.1424,1.101,0.1901,1.6675,0.6639
JPT1,0.3025,0.1811,0.2535,0.3895,0.2738,0.1913
FBXL2,0.4844,0.2596,0.9972,0.1677,0.8162,0.1273
TNIK,0.12,0.8433,0.3699,0.7889,0.0894,0.5003
APPL1,0.5308,0.3953,0.504,0.466,0.4175,0.3679
CHIC2,0.3662,1.0651,0.461,0.8312,0.282,0.2979
PARP4,0.3132,0.2813,0.155,0.2782,0.4292,0.1632
NUDT5,0.7585,0.3102,0.5855,0.5861,3.7126,0.3078
PCTP,0.1568,0.0981,0.1724,0.12,0.2911,0.1136
ADAMTS7,0.2998,0.0874,0.2228,0.055,0.3394,0.1552
ERG28,0.3972,0.1779,0.1767,0.1165,0.2849,0.0449
PACSIN3,0.05,0.5733,0.8039,0.5416,1.8246,0.2561
TRHDE,0.347,0.4396,0.2741,0.6226,1.0221,0.3334
AGO2,0.2541,0.2372,0.2517,0.1081,0.1377,0.0942
ITGA11,0.4182,0.4741,0.3915,0.6589,0.4442,0.3021
CDV3,0.1817,0.6708,0.2727,1.5233,0.1084,0.4764
BAG5,0.3824,0.1064,0.2038,0.1793,0.282,0.0723
RAB21,1.2485,2.7273,0.9413,3.0981,0.5685,1.4202
RAB22A,0.3174,2.1039,0.4943,1.8034,0.4351,0.9362
